frames:  1000, reward: -20.000000, loss: 0.000000, epsilon: 0.968855, episode:    1
frames: 330000, reward: -10.700000, loss: 0.001882, epsilon: 0.050016, episode:  255
frames: 331000, reward: -10.700000, loss: 0.002586, epsilon: 0.050015, episode:  255
frames: 332000, reward: -10.700000, loss: 0.003573, epsilon: 0.050015, episode:  255
frames: 333000, reward: -9.800000, loss: 0.000676, epsilon: 0.050014, episode:  256
Save model!
frames: 334000, reward: -9.800000, loss: 0.005931, epsilon: 0.050014, episode:  256
frames: 335000, reward: -9.800000, loss: 0.001978, epsilon: 0.050013, episode:  256
frames: 336000, reward: -10.400000, loss: 0.001024, epsilon: 0.050013, episode:  257
frames: 337000, reward: -10.400000, loss: 0.001429, epsilon: 0.050013, episode:  257
frames: 338000, reward: -10.400000, loss: 0.002935, epsilon: 0.050012, episode:  257
frames: 339000, reward: -10.400000, loss: 0.002085, epsilon: 0.050012, episode:  258
frames: 340000, reward: -10.400000, loss: 0.001672, epsilon: 0.050011, episode:  258
frames: 341000, reward: -10.400000, loss: 0.013723, epsilon: 0.050011, episode:  258
frames: 342000, reward: -10.400000, loss: 0.004241, epsilon: 0.050011, episode:  259
frames: 343000, reward: -10.400000, loss: 0.000847, epsilon: 0.050010, episode:  259
frames: 344000, reward: -10.400000, loss: 0.005497, epsilon: 0.050010, episode:  259
frames: 345000, reward: -10.400000, loss: 0.004132, epsilon: 0.050010, episode:  260
frames: 346000, reward: -10.400000, loss: 0.002094, epsilon: 0.050009, episode:  260
frames: 347000, reward: -10.400000, loss: 0.001814, epsilon: 0.050009, episode:  260
frames: 348000, reward: -10.400000, loss: 0.001909, epsilon: 0.050009, episode:  260
frames: 349000, reward: -9.000000, loss: 0.012344, epsilon: 0.050008, episode:  261
Save model!
frames: 350000, reward: -9.000000, loss: 0.000573, epsilon: 0.050008, episode:  261
frames: 351000, reward: -9.000000, loss: 0.001916, epsilon: 0.050008, episode:  261
frames: 352000, reward: -9.000000, loss: 0.001700, epsilon: 0.050008, episode:  262
frames: 353000, reward: -9.000000, loss: 0.001073, epsilon: 0.050007, episode:  262
frames: 354000, reward: -9.000000, loss: 0.003847, epsilon: 0.050007, episode:  262
frames: 355000, reward: -8.600000, loss: 0.008430, epsilon: 0.050007, episode:  263
Save model!
frames: 356000, reward: -8.600000, loss: 0.004185, epsilon: 0.050007, episode:  263
frames: 357000, reward: -8.600000, loss: 0.002360, epsilon: 0.050006, episode:  263
frames: 358000, reward: -8.600000, loss: 0.001223, epsilon: 0.050006, episode:  263
frames: 359000, reward: -9.500000, loss: 0.002275, epsilon: 0.050006, episode:  264
frames: 360000, reward: -9.500000, loss: 0.001827, epsilon: 0.050006, episode:  264
frames: 361000, reward: -9.500000, loss: 0.002042, epsilon: 0.050006, episode:  264
frames: 362000, reward: -9.500000, loss: 0.001436, epsilon: 0.050005, episode:  264
frames: 363000, reward: -8.800000, loss: 0.007481, epsilon: 0.050005, episode:  265
frames: 364000, reward: -8.800000, loss: 0.002351, epsilon: 0.050005, episode:  265
frames: 365000, reward: -8.800000, loss: 0.001326, epsilon: 0.050005, episode:  265
frames: 366000, reward: -8.800000, loss: 0.001218, epsilon: 0.050005, episode:  265
frames: 367000, reward: -9.500000, loss: 0.001736, epsilon: 0.050005, episode:  266
frames: 368000, reward: -9.500000, loss: 0.001280, epsilon: 0.050004, episode:  266
frames: 369000, reward: -9.500000, loss: 0.002364, epsilon: 0.050004, episode:  266
frames: 370000, reward: -9.400000, loss: 0.001354, epsilon: 0.050004, episode:  267
frames: 371000, reward: -9.400000, loss: 0.006211, epsilon: 0.050004, episode:  267
frames: 372000, reward: -9.400000, loss: 0.000846, epsilon: 0.050004, episode:  267
frames: 373000, reward: -9.100000, loss: 0.003417, epsilon: 0.050004, episode:  268
frames: 374000, reward: -9.100000, loss: 0.000765, epsilon: 0.050004, episode:  268
frames: 375000, reward: -9.100000, loss: 0.004775, epsilon: 0.050004, episode:  268
frames: 376000, reward: -9.100000, loss: 0.002068, epsilon: 0.050003, episode:  268
frames: 377000, reward: -7.500000, loss: 0.001474, epsilon: 0.050003, episode:  269
Save model!
frames: 378000, reward: -7.500000, loss: 0.000639, epsilon: 0.050003, episode:  269
frames: 379000, reward: -7.500000, loss: 0.001450, epsilon: 0.050003, episode:  269
frames: 380000, reward: -5.600000, loss: 0.002001, epsilon: 0.050003, episode:  270
Save model!
frames: 381000, reward: -5.600000, loss: 0.003068, epsilon: 0.050003, episode:  270
frames: 382000, reward: -5.600000, loss: 0.003436, epsilon: 0.050003, episode:  270
frames: 383000, reward: -5.600000, loss: 0.000811, epsilon: 0.050003, episode:  270
frames: 384000, reward: -5.800000, loss: 0.001275, epsilon: 0.050003, episode:  271
frames: 385000, reward: -5.800000, loss: 0.001247, epsilon: 0.050003, episode:  271
frames: 386000, reward: -5.800000, loss: 0.002972, epsilon: 0.050002, episode:  271
frames: 387000, reward: -5.800000, loss: 0.001649, epsilon: 0.050002, episode:  271
frames: 388000, reward: -5.200000, loss: 0.000628, epsilon: 0.050002, episode:  272
Save model!
frames: 389000, reward: -5.200000, loss: 0.003022, epsilon: 0.050002, episode:  272
frames: 390000, reward: -5.200000, loss: 0.003725, epsilon: 0.050002, episode:  272
frames: 391000, reward: -5.200000, loss: 0.000765, epsilon: 0.050002, episode:  272
frames: 392000, reward: -4.100000, loss: 0.006988, epsilon: 0.050002, episode:  273
Save model!
frames: 393000, reward: -4.100000, loss: 0.002061, epsilon: 0.050002, episode:  273
frames: 394000, reward: -4.100000, loss: 0.006212, epsilon: 0.050002, episode:  273
frames: 395000, reward: -4.100000, loss: 0.001456, epsilon: 0.050002, episode:  273
frames: 396000, reward: -3.500000, loss: 0.002421, epsilon: 0.050002, episode:  274
Save model!
frames: 397000, reward: -3.500000, loss: 0.006112, epsilon: 0.050002, episode:  274
frames: 398000, reward: -3.500000, loss: 0.000791, epsilon: 0.050002, episode:  274
frames: 399000, reward: -3.500000, loss: 0.003194, epsilon: 0.050002, episode:  274
frames: 400000, reward: -3.300000, loss: 0.001430, epsilon: 0.050002, episode:  275
Save model!
frames: 401000, reward: -3.300000, loss: 0.004584, epsilon: 0.050001, episode:  275
frames: 402000, reward: -2.800000, loss: 0.002681, epsilon: 0.050001, episode:  276
Save model!
frames: 403000, reward: -2.800000, loss: 0.002616, epsilon: 0.050001, episode:  276
frames: 404000, reward: -2.800000, loss: 0.000835, epsilon: 0.050001, episode:  276
frames: 405000, reward: -0.600000, loss: 0.003823, epsilon: 0.050001, episode:  277
Save model!
frames: 406000, reward: -0.600000, loss: 0.003346, epsilon: 0.050001, episode:  277
frames: 407000, reward: -0.600000, loss: 0.002349, epsilon: 0.050001, episode:  277
frames: 408000, reward: -0.600000, loss: 0.001962, epsilon: 0.050001, episode:  277
frames: 409000, reward: -0.300000, loss: 0.002616, epsilon: 0.050001, episode:  278
Save model!
frames: 410000, reward: -0.300000, loss: 0.001688, epsilon: 0.050001, episode:  278
frames: 411000, reward: -2.000000, loss: 0.001374, epsilon: 0.050001, episode:  279
frames: 412000, reward: -2.000000, loss: 0.001460, epsilon: 0.050001, episode:  279
frames: 413000, reward: -2.000000, loss: 0.001043, epsilon: 0.050001, episode:  279
frames: 414000, reward: -2.000000, loss: 0.001580, epsilon: 0.050001, episode:  279
frames: 415000, reward: -2.200000, loss: 0.003684, epsilon: 0.050001, episode:  280
frames: 416000, reward: -2.200000, loss: 0.001766, epsilon: 0.050001, episode:  280
frames: 417000, reward: -3.300000, loss: 0.002524, epsilon: 0.050001, episode:  281
frames: 418000, reward: -3.300000, loss: 0.001018, epsilon: 0.050001, episode:  281
frames: 419000, reward: -3.300000, loss: 0.000868, epsilon: 0.050001, episode:  281
frames: 420000, reward: -3.300000, loss: 0.002543, epsilon: 0.050001, episode:  281
frames: 421000, reward: -3.500000, loss: 0.002742, epsilon: 0.050001, episode:  282
frames: 422000, reward: -3.500000, loss: 0.004152, epsilon: 0.050001, episode:  282
frames: 423000, reward: -3.500000, loss: 0.002471, epsilon: 0.050001, episode:  282
frames: 424000, reward: -4.700000, loss: 0.000988, epsilon: 0.050001, episode:  283
frames: 425000, reward: -4.700000, loss: 0.002554, epsilon: 0.050001, episode:  283
frames: 426000, reward: -4.700000, loss: 0.001371, epsilon: 0.050001, episode:  283
frames: 427000, reward: -4.700000, loss: 0.004211, epsilon: 0.050001, episode:  283
frames: 428000, reward: -5.100000, loss: 0.001776, epsilon: 0.050001, episode:  284
frames: 429000, reward: -5.100000, loss: 0.003634, epsilon: 0.050001, episode:  284
frames: 430000, reward: -5.100000, loss: 0.011936, epsilon: 0.050001, episode:  284
frames: 431000, reward: -5.100000, loss: 0.001641, epsilon: 0.050001, episode:  284
frames: 432000, reward: -6.700000, loss: 0.003548, epsilon: 0.050001, episode:  285
frames: 433000, reward: -6.700000, loss: 0.003612, epsilon: 0.050001, episode:  285
frames: 434000, reward: -6.700000, loss: 0.000997, epsilon: 0.050000, episode:  285
frames: 435000, reward: -6.700000, loss: 0.001844, epsilon: 0.050000, episode:  285
frames: 436000, reward: -5.600000, loss: 0.002778, epsilon: 0.050000, episode:  286
frames: 437000, reward: -5.600000, loss: 0.000783, epsilon: 0.050000, episode:  286
frames: 438000, reward: -5.600000, loss: 0.007161, epsilon: 0.050000, episode:  286
frames: 439000, reward: -5.600000, loss: 0.002731, epsilon: 0.050000, episode:  286
frames: 440000, reward: -5.900000, loss: 0.001129, epsilon: 0.050000, episode:  287
frames: 441000, reward: -5.900000, loss: 0.002594, epsilon: 0.050000, episode:  287
frames: 442000, reward: -5.900000, loss: 0.001320, epsilon: 0.050000, episode:  287
frames: 443000, reward: -5.900000, loss: 0.001735, epsilon: 0.050000, episode:  287
frames: 444000, reward: -4.400000, loss: 0.003829, epsilon: 0.050000, episode:  288
frames: 445000, reward: -4.400000, loss: 0.001938, epsilon: 0.050000, episode:  288
frames: 446000, reward: -4.400000, loss: 0.001367, epsilon: 0.050000, episode:  288
frames: 447000, reward: -1.800000, loss: 0.002725, epsilon: 0.050000, episode:  289
frames: 448000, reward: -1.800000, loss: 0.002064, epsilon: 0.050000, episode:  289
frames: 449000, reward: -1.800000, loss: 0.001404, epsilon: 0.050000, episode:  289
frames: 450000, reward: -1.500000, loss: 0.002226, epsilon: 0.050000, episode:  290
frames: 451000, reward: -1.500000, loss: 0.000708, epsilon: 0.050000, episode:  290
frames: 452000, reward: -1.500000, loss: 0.002089, epsilon: 0.050000, episode:  290
frames: 453000, reward: -1.500000, loss: 0.004829, epsilon: 0.050000, episode:  290
frames: 454000, reward: -0.500000, loss: 0.001818, epsilon: 0.050000, episode:  291
frames: 455000, reward: -0.500000, loss: 0.001487, epsilon: 0.050000, episode:  291
frames: 456000, reward: -0.500000, loss: 0.003053, epsilon: 0.050000, episode:  291
frames: 457000, reward: -1.000000, loss: 0.000687, epsilon: 0.050000, episode:  292
frames: 458000, reward: -1.000000, loss: 0.004709, epsilon: 0.050000, episode:  292
frames: 459000, reward: -1.000000, loss: 0.001794, epsilon: 0.050000, episode:  292
frames: 460000, reward: 0.500000, loss: 0.001396, epsilon: 0.050000, episode:  293
Save model!
frames: 461000, reward: 0.500000, loss: 0.002972, epsilon: 0.050000, episode:  293
frames: 462000, reward: 0.500000, loss: 0.002268, epsilon: 0.050000, episode:  293
frames: 463000, reward: 0.500000, loss: 0.004202, epsilon: 0.050000, episode:  293
frames: 464000, reward: 0.500000, loss: 0.001962, epsilon: 0.050000, episode:  293
frames: 465000, reward: 1.900000, loss: 0.004073, epsilon: 0.050000, episode:  294
Save model!
frames: 466000, reward: 1.900000, loss: 0.003071, epsilon: 0.050000, episode:  294
frames: 467000, reward: 1.900000, loss: 0.003499, epsilon: 0.050000, episode:  294
frames: 468000, reward: 2.300000, loss: 0.002038, epsilon: 0.050000, episode:  295
Save model!
frames: 469000, reward: 2.300000, loss: 0.002758, epsilon: 0.050000, episode:  295
frames: 470000, reward: 2.300000, loss: 0.002296, epsilon: 0.050000, episode:  295
frames: 471000, reward: 1.400000, loss: 0.002659, epsilon: 0.050000, episode:  296
frames: 472000, reward: 1.400000, loss: 0.002423, epsilon: 0.050000, episode:  296
frames: 473000, reward: 1.400000, loss: 0.001713, epsilon: 0.050000, episode:  296
frames: 474000, reward: 1.400000, loss: 0.002846, epsilon: 0.050000, episode:  296
frames: 475000, reward: 1.600000, loss: 0.002272, epsilon: 0.050000, episode:  297
frames: 476000, reward: 1.600000, loss: 0.002994, epsilon: 0.050000, episode:  297
frames: 477000, reward: 1.600000, loss: 0.003400, epsilon: 0.050000, episode:  297
frames: 478000, reward: 1.600000, loss: 0.002653, epsilon: 0.050000, episode:  297
frames: 479000, reward: 0.400000, loss: 0.001186, epsilon: 0.050000, episode:  298
frames: 480000, reward: 0.400000, loss: 0.002479, epsilon: 0.050000, episode:  298
frames: 481000, reward: 0.400000, loss: 0.002202, epsilon: 0.050000, episode:  298
frames: 482000, reward: 0.400000, loss: 0.001516, epsilon: 0.050000, episode:  298
frames: 483000, reward: -0.100000, loss: 0.004054, epsilon: 0.050000, episode:  299
frames: 484000, reward: -0.100000, loss: 0.001850, epsilon: 0.050000, episode:  299
frames: 485000, reward: -0.100000, loss: 0.003293, epsilon: 0.050000, episode:  299
frames: 486000, reward: -0.200000, loss: 0.001224, epsilon: 0.050000, episode:  300
frames: 487000, reward: -0.200000, loss: 0.001201, epsilon: 0.050000, episode:  300
frames: 488000, reward: -0.200000, loss: 0.002689, epsilon: 0.050000, episode:  300
frames: 489000, reward: 0.900000, loss: 0.000712, epsilon: 0.050000, episode:  301
frames: 490000, reward: 0.900000, loss: 0.001870, epsilon: 0.050000, episode:  301
frames: 491000, reward: 0.900000, loss: 0.003040, epsilon: 0.050000, episode:  301
frames: 492000, reward: 0.900000, loss: 0.018835, epsilon: 0.050000, episode:  301
frames: 493000, reward: 0.900000, loss: 0.000994, epsilon: 0.050000, episode:  301
frames: 494000, reward: 1.800000, loss: 0.002503, epsilon: 0.050000, episode:  302
frames: 495000, reward: 1.800000, loss: 0.004217, epsilon: 0.050000, episode:  302
frames: 496000, reward: 1.800000, loss: 0.003130, epsilon: 0.050000, episode:  302
frames: 497000, reward: 1.800000, loss: 0.000731, epsilon: 0.050000, episode:  302
frames: 498000, reward: 1.000000, loss: 0.002093, epsilon: 0.050000, episode:  303
frames: 499000, reward: 1.000000, loss: 0.000668, epsilon: 0.050000, episode:  303
frames: 500000, reward: 1.000000, loss: 0.001259, epsilon: 0.050000, episode:  303
frames: 501000, reward: 1.000000, loss: 0.001738, epsilon: 0.050000, episode:  303
frames: 502000, reward: 1.000000, loss: 0.001173, epsilon: 0.050000, episode:  304
frames: 503000, reward: 1.000000, loss: 0.002476, epsilon: 0.050000, episode:  304
frames: 504000, reward: 1.000000, loss: 0.000727, epsilon: 0.050000, episode:  304
frames: 505000, reward: 2.700000, loss: 0.001786, epsilon: 0.050000, episode:  305
Save model!
frames: 506000, reward: 2.700000, loss: 0.001394, epsilon: 0.050000, episode:  305
frames: 507000, reward: 2.700000, loss: 0.001734, epsilon: 0.050000, episode:  305
frames: 508000, reward: 2.700000, loss: 0.001306, epsilon: 0.050000, episode:  305
frames: 509000, reward: 3.700000, loss: 0.003970, epsilon: 0.050000, episode:  306
Save model!
frames: 510000, reward: 3.700000, loss: 0.001457, epsilon: 0.050000, episode:  306
frames: 511000, reward: 3.700000, loss: 0.004100, epsilon: 0.050000, episode:  306
frames: 512000, reward: 3.900000, loss: 0.003561, epsilon: 0.050000, episode:  307
Save model!
frames: 513000, reward: 3.900000, loss: 0.001211, epsilon: 0.050000, episode:  307
frames: 514000, reward: 3.900000, loss: 0.001424, epsilon: 0.050000, episode:  307
frames: 515000, reward: 5.600000, loss: 0.002851, epsilon: 0.050000, episode:  308
Save model!
frames: 516000, reward: 5.600000, loss: 0.001271, epsilon: 0.050000, episode:  308
frames: 517000, reward: 5.600000, loss: 0.000842, epsilon: 0.050000, episode:  308
frames: 518000, reward: 5.600000, loss: 0.001371, epsilon: 0.050000, episode:  308
frames: 519000, reward: 5.300000, loss: 0.000864, epsilon: 0.050000, episode:  309
frames: 520000, reward: 5.300000, loss: 0.003073, epsilon: 0.050000, episode:  309
frames: 521000, reward: 5.300000, loss: 0.000667, epsilon: 0.050000, episode:  309
frames: 522000, reward: 5.300000, loss: 0.001313, epsilon: 0.050000, episode:  309
frames: 523000, reward: 5.900000, loss: 0.001010, epsilon: 0.050000, episode:  310
Save model!
frames: 524000, reward: 5.900000, loss: 0.001334, epsilon: 0.050000, episode:  310
frames: 525000, reward: 5.900000, loss: 0.002139, epsilon: 0.050000, episode:  310
frames: 526000, reward: 6.500000, loss: 0.001017, epsilon: 0.050000, episode:  311
Save model!
frames: 527000, reward: 6.500000, loss: 0.001991, epsilon: 0.050000, episode:  311
frames: 528000, reward: 6.500000, loss: 0.001659, epsilon: 0.050000, episode:  311
frames: 529000, reward: 8.200000, loss: 0.001327, epsilon: 0.050000, episode:  312
Save model!
frames: 530000, reward: 8.200000, loss: 0.001121, epsilon: 0.050000, episode:  312
frames: 531000, reward: 8.200000, loss: 0.000747, epsilon: 0.050000, episode:  312
frames: 532000, reward: 8.200000, loss: 0.001862, epsilon: 0.050000, episode:  312
frames: 533000, reward: 9.300000, loss: 0.001050, epsilon: 0.050000, episode:  313
Save model!
frames: 534000, reward: 9.300000, loss: 0.001042, epsilon: 0.050000, episode:  313
frames: 535000, reward: 9.300000, loss: 0.002974, epsilon: 0.050000, episode:  313
frames: 536000, reward: 9.800000, loss: 0.005446, epsilon: 0.050000, episode:  314
Save model!
frames: 537000, reward: 9.800000, loss: 0.000896, epsilon: 0.050000, episode:  314
frames: 538000, reward: 9.800000, loss: 0.003589, epsilon: 0.050000, episode:  314
frames: 539000, reward: 9.600000, loss: 0.001349, epsilon: 0.050000, episode:  315
frames: 540000, reward: 9.600000, loss: 0.001456, epsilon: 0.050000, episode:  315
frames: 541000, reward: 9.600000, loss: 0.001423, epsilon: 0.050000, episode:  315
frames: 542000, reward: 10.200000, loss: 0.001354, epsilon: 0.050000, episode:  316
Save model!
frames: 543000, reward: 10.200000, loss: 0.004133, epsilon: 0.050000, episode:  316
frames: 544000, reward: 10.200000, loss: 0.001056, epsilon: 0.050000, episode:  316
frames: 545000, reward: 10.100000, loss: 0.000764, epsilon: 0.050000, episode:  317
frames: 546000, reward: 10.100000, loss: 0.001684, epsilon: 0.050000, episode:  317
frames: 547000, reward: 10.100000, loss: 0.001731, epsilon: 0.050000, episode:  317
frames: 548000, reward: 10.100000, loss: 0.003393, epsilon: 0.050000, episode:  317
frames: 549000, reward: 9.300000, loss: 0.001037, epsilon: 0.050000, episode:  318
frames: 550000, reward: 9.300000, loss: 0.001438, epsilon: 0.050000, episode:  318
frames: 551000, reward: 9.300000, loss: 0.001359, epsilon: 0.050000, episode:  318
frames: 552000, reward: 9.300000, loss: 0.002759, epsilon: 0.050000, episode:  318
frames: 553000, reward: 10.000000, loss: 0.001176, epsilon: 0.050000, episode:  319
frames: 554000, reward: 10.000000, loss: 0.002364, epsilon: 0.050000, episode:  319
frames: 555000, reward: 10.000000, loss: 0.002002, epsilon: 0.050000, episode:  319
frames: 556000, reward: 10.000000, loss: 0.002160, epsilon: 0.050000, episode:  319
frames: 557000, reward: 8.500000, loss: 0.004077, epsilon: 0.050000, episode:  320
frames: 558000, reward: 8.500000, loss: 0.001757, epsilon: 0.050000, episode:  320
frames: 559000, reward: 8.500000, loss: 0.002008, epsilon: 0.050000, episode:  320
frames: 560000, reward: 8.500000, loss: 0.002101, epsilon: 0.050000, episode:  320
frames: 561000, reward: 8.300000, loss: 0.001475, epsilon: 0.050000, episode:  321
frames: 562000, reward: 8.300000, loss: 0.001695, epsilon: 0.050000, episode:  321
frames: 563000, reward: 8.300000, loss: 0.003637, epsilon: 0.050000, episode:  321
frames: 564000, reward: 8.300000, loss: 0.002381, epsilon: 0.050000, episode:  321
frames: 565000, reward: 7.100000, loss: 0.002276, epsilon: 0.050000, episode:  322
frames: 566000, reward: 7.100000, loss: 0.002741, epsilon: 0.050000, episode:  322
frames: 567000, reward: 8.100000, loss: 0.001970, epsilon: 0.050000, episode:  323
frames: 568000, reward: 8.100000, loss: 0.001946, epsilon: 0.050000, episode:  323
frames: 569000, reward: 8.100000, loss: 0.002309, epsilon: 0.050000, episode:  323
frames: 570000, reward: 8.200000, loss: 0.003514, epsilon: 0.050000, episode:  324
frames: 571000, reward: 8.200000, loss: 0.001196, epsilon: 0.050000, episode:  324
frames: 572000, reward: 8.200000, loss: 0.001496, epsilon: 0.050000, episode:  324
frames: 573000, reward: 8.200000, loss: 0.001654, epsilon: 0.050000, episode:  324
frames: 574000, reward: 8.400000, loss: 0.004043, epsilon: 0.050000, episode:  325
frames: 575000, reward: 8.400000, loss: 0.001755, epsilon: 0.050000, episode:  325
frames: 576000, reward: 8.400000, loss: 0.000878, epsilon: 0.050000, episode:  325
frames: 577000, reward: 8.400000, loss: 0.001186, epsilon: 0.050000, episode:  325
frames: 578000, reward: 8.400000, loss: 0.002021, epsilon: 0.050000, episode:  326
frames: 579000, reward: 8.400000, loss: 0.002430, epsilon: 0.050000, episode:  326
frames: 580000, reward: 8.400000, loss: 0.000801, epsilon: 0.050000, episode:  326
frames: 581000, reward: 8.500000, loss: 0.002174, epsilon: 0.050000, episode:  327
frames: 582000, reward: 8.500000, loss: 0.002617, epsilon: 0.050000, episode:  327
frames: 583000, reward: 8.500000, loss: 0.000822, epsilon: 0.050000, episode:  327
frames: 584000, reward: 8.500000, loss: 0.000686, epsilon: 0.050000, episode:  327
frames: 585000, reward: 9.300000, loss: 0.006528, epsilon: 0.050000, episode:  328
frames: 586000, reward: 9.300000, loss: 0.004126, epsilon: 0.050000, episode:  328
frames: 587000, reward: 9.300000, loss: 0.004728, epsilon: 0.050000, episode:  328
frames: 588000, reward: 9.900000, loss: 0.001035, epsilon: 0.050000, episode:  329
frames: 589000, reward: 9.900000, loss: 0.001956, epsilon: 0.050000, episode:  329
frames: 590000, reward: 9.900000, loss: 0.001731, epsilon: 0.050000, episode:  329
frames: 591000, reward: 9.900000, loss: 0.002143, epsilon: 0.050000, episode:  329
frames: 592000, reward: 10.800000, loss: 0.002703, epsilon: 0.050000, episode:  330
Save model!
frames: 593000, reward: 10.800000, loss: 0.002229, epsilon: 0.050000, episode:  330
frames: 594000, reward: 10.800000, loss: 0.000727, epsilon: 0.050000, episode:  330
frames: 595000, reward: 10.800000, loss: 0.002064, epsilon: 0.050000, episode:  330
frames: 596000, reward: 10.600000, loss: 0.000585, epsilon: 0.050000, episode:  331
frames: 597000, reward: 10.600000, loss: 0.000752, epsilon: 0.050000, episode:  331
frames: 598000, reward: 10.600000, loss: 0.002536, epsilon: 0.050000, episode:  331
frames: 599000, reward: 10.600000, loss: 0.001332, epsilon: 0.050000, episode:  331
frames: 600000, reward: 10.600000, loss: 0.001873, epsilon: 0.050000, episode:  332
frames: 601000, reward: 10.600000, loss: 0.002701, epsilon: 0.050000, episode:  332
frames: 602000, reward: 10.600000, loss: 0.001224, epsilon: 0.050000, episode:  332
frames: 603000, reward: 10.600000, loss: 0.001059, epsilon: 0.050000, episode:  332
frames: 604000, reward: 9.700000, loss: 0.001513, epsilon: 0.050000, episode:  333
frames: 605000, reward: 9.700000, loss: 0.002119, epsilon: 0.050000, episode:  333
frames: 606000, reward: 9.700000, loss: 0.001836, epsilon: 0.050000, episode:  333
frames: 607000, reward: 9.700000, loss: 0.003282, epsilon: 0.050000, episode:  333
frames: 608000, reward: 9.100000, loss: 0.002122, epsilon: 0.050000, episode:  334
frames: 609000, reward: 9.100000, loss: 0.000536, epsilon: 0.050000, episode:  334
frames: 610000, reward: 9.100000, loss: 0.000857, epsilon: 0.050000, episode:  334
frames: 611000, reward: 9.000000, loss: 0.001630, epsilon: 0.050000, episode:  335
frames: 612000, reward: 9.000000, loss: 0.001092, epsilon: 0.050000, episode:  335
frames: 613000, reward: 9.000000, loss: 0.002680, epsilon: 0.050000, episode:  335
frames: 614000, reward: 9.200000, loss: 0.000826, epsilon: 0.050000, episode:  336
frames: 615000, reward: 9.200000, loss: 0.001248, epsilon: 0.050000, episode:  336
frames: 616000, reward: 9.200000, loss: 0.000948, epsilon: 0.050000, episode:  336
frames: 617000, reward: 8.800000, loss: 0.000989, epsilon: 0.050000, episode:  337
frames: 618000, reward: 8.800000, loss: 0.000454, epsilon: 0.050000, episode:  337
frames: 619000, reward: 8.800000, loss: 0.002507, epsilon: 0.050000, episode:  337
frames: 620000, reward: 8.800000, loss: 0.002616, epsilon: 0.050000, episode:  337
frames: 621000, reward: 8.700000, loss: 0.002355, epsilon: 0.050000, episode:  338
frames: 622000, reward: 8.700000, loss: 0.001162, epsilon: 0.050000, episode:  338
frames: 623000, reward: 8.700000, loss: 0.001193, epsilon: 0.050000, episode:  338
frames: 624000, reward: 8.300000, loss: 0.001833, epsilon: 0.050000, episode:  339
frames: 625000, reward: 8.300000, loss: 0.000758, epsilon: 0.050000, episode:  339
frames: 626000, reward: 8.300000, loss: 0.001405, epsilon: 0.050000, episode:  339
frames: 627000, reward: 9.000000, loss: 0.001560, epsilon: 0.050000, episode:  340
frames: 628000, reward: 9.000000, loss: 0.001543, epsilon: 0.050000, episode:  340
frames: 629000, reward: 9.400000, loss: 0.001859, epsilon: 0.050000, episode:  341
frames: 630000, reward: 9.400000, loss: 0.006730, epsilon: 0.050000, episode:  341
frames: 631000, reward: 9.400000, loss: 0.006471, epsilon: 0.050000, episode:  341
frames: 632000, reward: 9.400000, loss: 0.001274, epsilon: 0.050000, episode:  341
frames: 633000, reward: 9.800000, loss: 0.001279, epsilon: 0.050000, episode:  342
frames: 634000, reward: 9.800000, loss: 0.000898, epsilon: 0.050000, episode:  342
frames: 635000, reward: 9.800000, loss: 0.001766, epsilon: 0.050000, episode:  342
frames: 636000, reward: 9.400000, loss: 0.000561, epsilon: 0.050000, episode:  343
frames: 637000, reward: 9.400000, loss: 0.001090, epsilon: 0.050000, episode:  343
frames: 638000, reward: 9.400000, loss: 0.001065, epsilon: 0.050000, episode:  343
frames: 639000, reward: 10.600000, loss: 0.001076, epsilon: 0.050000, episode:  344
frames: 640000, reward: 10.600000, loss: 0.003276, epsilon: 0.050000, episode:  344
frames: 641000, reward: 10.600000, loss: 0.002294, epsilon: 0.050000, episode:  344
frames: 642000, reward: 10.700000, loss: 0.000619, epsilon: 0.050000, episode:  345
frames: 643000, reward: 10.700000, loss: 0.001321, epsilon: 0.050000, episode:  345
frames: 644000, reward: 11.100000, loss: 0.001698, epsilon: 0.050000, episode:  346
Save model!
frames: 645000, reward: 11.100000, loss: 0.000682, epsilon: 0.050000, episode:  346
frames: 646000, reward: 11.100000, loss: 0.004146, epsilon: 0.050000, episode:  346
frames: 647000, reward: 12.000000, loss: 0.001391, epsilon: 0.050000, episode:  347
Save model!
frames: 648000, reward: 12.000000, loss: 0.000846, epsilon: 0.050000, episode:  347
frames: 649000, reward: 12.000000, loss: 0.001358, epsilon: 0.050000, episode:  347
frames: 650000, reward: 12.500000, loss: 0.000926, epsilon: 0.050000, episode:  348
Save model!
frames: 651000, reward: 12.500000, loss: 0.007929, epsilon: 0.050000, episode:  348
frames: 652000, reward: 12.500000, loss: 0.002298, epsilon: 0.050000, episode:  348
frames: 653000, reward: 12.800000, loss: 0.000844, epsilon: 0.050000, episode:  349
Save model!
frames: 654000, reward: 12.800000, loss: 0.000543, epsilon: 0.050000, episode:  349
frames: 655000, reward: 12.800000, loss: 0.002249, epsilon: 0.050000, episode:  350
frames: 656000, reward: 12.800000, loss: 0.002389, epsilon: 0.050000, episode:  350
frames: 657000, reward: 12.800000, loss: 0.005962, epsilon: 0.050000, episode:  350
